address,tx_count,active_days,in_out_ratio,burstiness,dormancy,total_eth_in,total_eth_out,unique_counterparties,contract_interaction_ratio,failed_tx_ratio,unique_active_hours,time_concentration,flag
0x3bcca5956ef09efebb5652acf3ad77ba2be2b04e,2508,1806.8375115740741,0.7939914163090128,19.172862967418464,1624.8806377752098,239982.0210566,239981.3100899051,1065,0.13955342902711323,0.0,24,0.08094098883572567,0
0x3bccb89d614c82a32dcddc8a177158b30964a67d,315,391.8650578703704,1.0192307692307692,5.505824213625864,3082.2029613448267,255.18684065999997,255.12132066000004,4,0.0,0.0,24,0.09523809523809523,0
0x3bd0dcb9952541d9125321e76d13dcac3096e103,2,0.013252314814814814,1.0,,3135.500090969677,0.25,0.249496,2,0.0,0.0,1,1.0,0
0x3bd19237a2f9041d87fe2e24e6f981010fdd3f84,4,21.63269675925926,1.0,1.731939604536794,3101.600485981932,9.49,9.4879,3,0.0,0.0,2,0.5,0
0x3bd22cc67cb5bdfb0c8ae0448269be10df015631,3,42.0144212962963,2.0,1.2798205636809374,3123.2272245826407,55.12344882,0.0,2,0.6666666666666666,0.0,2,0.6666666666666666,0
0x3bd7962d5e7cc5d6b9e8b8cde60eca5e8d3a6db2,7,2553.1428240740743,0.75,2.2907840397663692,651.4640191930312,7.87,7.865968442367674,5,0.42857142857142855,0.0,5,0.2857142857142857,0
0x3bdb4643a61bb1f172f13fe6d4c2d1092f7a3858,88,9.87587962962963,1.0465116279069768,3.401379324044259,3122.1571383871055,156.02704573,156.00898572999995,3,0.0,0.0,12,0.18181818181818182,0
0x3bddd9b6da94def30cd19d786ede34eaee0c8c0e,85,2736.2978819444443,1.5757575757575757,3.182471568169644,404.8757211111348,51.77069743636363,53.34778019719297,52,0.27058823529411763,0.011764705882352941,23,0.08235294117647059,0
0x3bdee90626d2388c7a439013bc86bf561084d698,7,142.58798611111112,0.75,2.2301834658787762,2981.4380961814827,35.45978652,35.45767562045965,3,0.0,0.0,5,0.42857142857142855,0
0x3be81e78de352fb29b6b45af9d5f99957912203d,14,69.77469907407408,13.0,1.0959873329229302,3090.2165596928116,337.39634000000007,0.0,5,0.21428571428571427,0.0,9,0.2857142857142857,0
0x3bf73dcd454480a92251bd626ffb28d8a493ba74,16,99.91915509259259,1.0,2.783445848918312,3035.696874844548,39.99958,39.99472071279218,6,0.0,0.0,8,0.1875,0
0x3bfe060a5fdc5d1ab4ceba386352c93e43e31291,2,0.46618055555555554,1.0,,3122.7759955812494,0.999118,0.99849799999998,2,0.0,0.0,2,0.5,0
0x3c0c830965143df19f9fecbb19b6030ddf740d50,4,0.04626157407407407,0.3333333333333333,0.880802245114028,3135.4975806110433,101.0,100.998446,4,0.0,0.0,2,0.5,0
0x3c14e4712300df4a3466ccaba2b8133faa4326f9,3,0.2169212962962963,0.5,1.289558733377238,3135.274331771044,101.0,100.99901578159677,3,0.0,0.0,2,0.6666666666666666,0
0x3c1faf665b143a32230efd6ee836ae3c22e8f954,2,0.007141203703703703,1.0,,3135.4811053046283,0.0706311,0.0700110999998,2,0.0,0.0,2,0.5,0
0x3c2365c0352a373975dde03303759a98970575ab,43,3433.4088425925925,2.0714285714285716,5.399315717240355,216.58068740439634,13.201315811568808,13.190372922640618,7,0.0,0.0,14,0.11627906976744186,0
0x3c256bd592c3821e2f8d0de00d33807881b9f562,1051,508.5468402777778,0.9980988593155894,1.1269830065217719,2731.074944950011,107.75755555956846,107.41178193422235,10,0.0028544243577545195,0.0,24,0.06945765937202664,0
0x3c286cfb30146e5fd790c2c8541552578de334d8,18,850.3080787037037,0.125,3.2669758421399093,2956.4054325878374,10203.2,10202.991725961001,8,0.05555555555555555,0.0,9,0.2222222222222222,0
0x3c3ca5a5a214208bfca6b54f57a41b10f5fbe873,426,3732.133252314815,1.13,5.97175039875462,65.42230559679369,4948.159820230208,5115.787680733896,68,0.2605633802816901,0.03990610328638498,24,0.19014084507042253,0
0x3c3f0e186c027e1dba2698e99c03fed70f30a12b,2,5.381469907407407,1.0,,3117.851983297986,1.64336218,1.633,2,0.0,0.0,2,0.5,0
0x3c5080f0eee817f2a18b530f2e37056ceb42d33c,44,2484.3432175925927,1.0,5.579608326164195,651.1570526719314,7.638977366,7.610142105198095,10,0.4772727272727273,0.0,13,0.18181818181818182,0
0x3c508fb0b9f5ef496b8650ae7e478086818c4368,4,0.2245949074074074,1.0,1.694159314883108,3135.274485566365,101.0,100.99857149359677,4,0.0,0.0,2,0.75,0
0x3c532955559b76455f182371b4f335ff2e646d81,271,197.20445601851853,0.7828947368421053,2.639285953980285,2926.970107858079,6696.919615090002,7338.197300000001,101,0.31365313653136534,0.04059040590405904,22,0.08856088560885608,0
0x3c576d2301220150688447ace9d880114d668d80,15,89.71673611111112,1.1428571428571428,1.9897676855125475,3121.7240100437707,24.7463086,24.7433686,3,0.0,0.0,5,0.3333333333333333,0
0x3c591bcaee4f50f5f5e64168ffd71340a089924b,245,221.7412615740741,244.0,3.8525958442945365,2962.837977511044,65.84046919848903,0.0,6,0.0326530612244898,0.0,24,0.3020408163265306,0
0x3c59d75a0f2a953f5edaa946025139c1bbbf3208,14,1271.9201273148149,1.0,3.1571740821302097,1863.5743807490528,1023.8860110500001,1023.8778538831658,5,0.5,0.0,7,0.14285714285714285,0
0x3c5aeab16f823410306aae29d0e13eb7a82de0c6,4,0.04086805555555555,0.3333333333333333,0.8711017749764739,3135.496836694134,101.0,100.99844599999999,4,0.0,0.0,2,0.75,0
0x3c61b74f27142b53e89d74f87d5b39d2795f4484,106,68.22863425925927,1.0,1.798733622390948,3067.2558593909607,20.702305299999995,20.6634186253838,10,0.5,0.0,19,0.24528301886792453,0
